Pokemon,Method,Location,Location Index,Time,Before Gym,Notes,AyTales Testing,Common,Uncommon,Rare,Woke AF,First Encounter,Permanent Encounter,Unique Encounter,Type 1,Type 2,Evo Types,First Stage,Evolutions,Final Evolution
Dugtrio,Cave,Mirage Tower,00166 Mirage Tower,Any,017 - Titania,B1F,,Soft Sand,,,,N,N,N,Ground,,,,0,Y
Dusclops,Cave,Mirage Tower,00166 Mirage Tower,Any,017 - Titania,B1F,,Spell Tag,,,,N,N,N,Ghost,,,,1,
Excadrill,Cave,Mirage Tower,00166 Mirage Tower,Any,017 - Titania,B1F,,,,,,N,N,N,Ground,Steel,,,0,Y
Lairon,Cave,Mirage Tower,00166 Mirage Tower,Any,017 - Titania,B1F,,Hard Stone,,,,N,N,N,Steel,Rock,,,1,
Sandslash,Cave,Mirage Tower,00166 Mirage Tower,Any,017 - Titania,B1F,,Grip Claw,,,,N,N,N,Ground,,,,0,Y
Marowak,Cave,Mirage Tower,00166 Mirage Tower,Any,017 - Titania,,,Thick Club,,,,N,N,N,Ground,,,,0,Y
Mimikyu,Event,Mirage Tower,00166 Mirage Tower,Any,017 - Titania,B1F,x,,,,,Y,N,Y,Ghost,Fairy,,Y,-,Y
Honedge,Event,Mirage Tower,00166 Mirage Tower,Any,017 - Titania,Top Floor,x,,,,,Y,N,Y,Steel,Ghost,,,0,Y
Boldore,Cave,Sugiline Cave,00167 Sugiline Cave,Any,017 - Titania,"1F, B1F",,Ever Stone,Hard Stone,,,N,N,N,Rock,,,,1,
Cacturne,Cave,Sugiline Cave,00167 Sugiline Cave,Any,017 - Titania,"1F, B1F",,Sticky Barb,,,,N,N,N,Grass,Dark,,,0,Y
Crustle,Cave,Sugiline Cave,00167 Sugiline Cave,Any,017 - Titania,"1F, B1F",,Hard Stone,,,,N,N,N,Bug,Rock,,,0,Y
Drapion,Cave,Sugiline Cave,00167 Sugiline Cave,Any,017 - Titania,"1F, B1F",,Poison Barb,,,,N,N,N,Poison,Dark,,,0,Y
Dugtrio,Cave,Sugiline Cave,00167 Sugiline Cave,Any,017 - Titania,"1F, B1F",,Soft Sand,,,,N,N,N,Ground,,,,0,Y
Durant,Cave,Sugiline Cave,00167 Sugiline Cave,Any,017 - Titania,"1F, B1F",,,,,,N,N,N,Bug,Steel,,Y,-,Y
Gigalith,Cave,Sugiline Cave,00167 Sugiline Cave,Any,017 - Titania,"1F, B1F",X,Ever Stone,Hard Stone,,,Y,N,Y,Rock,,,,0,Y
Heatmor,Cave,Sugiline Cave,00167 Sugiline Cave,Any,017 - Titania,"1F, B1F",,,,,,N,N,N,Fire,,,Y,-,Y
Maractus,Cave,Sugiline Cave,00167 Sugiline Cave,Any,017 - Titania,"1F, B1F",,Miracle Seed,,,,N,N,N,Grass,,,Y,-,Y
Marowak,Cave,Sugiline Cave,00167 Sugiline Cave,Any,017 - Titania,"1F, B1F",,Thick Club,,,,N,N,N,Ground,,,,0,Y
Sandslash,Cave,Sugiline Cave,00167 Sugiline Cave,Any,017 - Titania,"1F, B1F",,Grip Claw,,,,N,N,N,Ground,,,,0,Y
Scrafty,Cave,Sugiline Cave,00167 Sugiline Cave,Any,017 - Titania,"1F, B1F",,Shed Shell,,,,N,N,N,Dark,Fighting,,,0,Y
Boldore,Cave,Sugiline Ruin,00168 Sugiline Ruin,Any,017 - Titania,"1F, B1F",,Ever Stone,Hard Stone,,,N,N,N,Rock,,,,1,
Claydol,Cave,Sugiline Ruin,00168 Sugiline Ruin,Any,017 - Titania,"1F, B1F",,Light Clay,,,Yes,N,Y,Y,Ground,Psychic,,,0,Y
Crustle,Cave,Sugiline Ruin,00168 Sugiline Ruin,Any,017 - Titania,"1F, B1F",,Hard Stone,,,,N,N,N,Bug,Rock,,,0,Y
Drapion,Cave,Sugiline Ruin,00168 Sugiline Ruin,Any,017 - Titania,"1F, B1F",,Poison Barb,,,,N,N,N,Poison,Dark,,,0,Y
Dugtrio,Cave,Sugiline Ruin,00168 Sugiline Ruin,Any,017 - Titania,"1F, B1F",,Soft Sand,,,,N,N,N,Ground,,,,0,Y
Durant,Cave,Sugiline Ruin,00168 Sugiline Ruin,Any,017 - Titania,"1F, B1F",,,,,,N,N,N,Bug,Steel,,Y,-,Y
Gigalith,Cave,Sugiline Ruin,00168 Sugiline Ruin,Any,017 - Titania,"1F, B1F",,Ever Stone,Hard Stone,,,N,N,N,Rock,,,,0,Y
Heatmor,Cave,Sugiline Ruin,00168 Sugiline Ruin,Any,017 - Titania,"1F, B1F",,,,,,N,N,N,Fire,,,Y,-,Y
Sandslash,Cave,Sugiline Ruin,00168 Sugiline Ruin,Any,017 - Titania,"1F, B1F",,Grip Claw,,,,N,N,N,Ground,,,,0,Y
Sigilyph,Cave,Sugiline Ruin,00168 Sugiline Ruin,Any,017 - Titania,"1F, B1F",,,,,,N,N,N,Psychic,Flying,,Y,-,Y
Gible,Event,Sugiline Ruin,00168 Sugiline Ruin,Any,017 - Titania,"B1F, Place Pokesnax in nest, go upstairs, drop down on that nest",X,,,,,Y,N,Y,Dragon,Ground,,,2,
Rowlet,Event,Teknite Ridge,00169 Teknite Ridge,Any,017 - Titania,"Earthquake, Power Gem, Tailwind, Rock Smash, Strength needed https://www.youtube.com/watch?v=IJ4RZyUlw80",x,,,,,N,Y,Y,Grass,Flying,Grass Ghost,Y,2,
Accelgor,Land,Teknite Ridge,00169 Teknite Ridge,Any,017 - Titania,,,,,,,N,N,N,Bug,,,,0,Y
Druddigon,Land,Teknite Ridge,00169 Teknite Ridge,Any,017 - Titania,,,Dragon Fang,,,,N,N,N,Dragon,,,Y,-,Y
Durant,Land,Teknite Ridge,00169 Teknite Ridge,Any,017 - Titania,,,,,,,N,N,N,Bug,Steel,,Y,-,Y
Gliscor,Land,Teknite Ridge,00169 Teknite Ridge,Any,017 - Titania,,,,,,,N,N,N,Ground,Flying,,,0,Y
Graveler,Land,Teknite Ridge,00169 Teknite Ridge,Any,017 - Titania,,,Everstone,,,,N,N,N,Rock,Ground,,,1,
Heatmor,Land,Teknite Ridge,00169 Teknite Ridge,Any,017 - Titania,,,,,,,N,N,N,Fire,,,Y,-,Y
Lickilicky,Land,Teknite Ridge,00169 Teknite Ridge,Any,017 - Titania,,o,Lagging Tail,,,,Y,N,Y,Normal,,,,0,Y
Lycanroc,Land,Teknite Ridge,00169 Teknite Ridge,Any,017 - Titania,,,,,,,N,N,N,Rock,,,,0,Y
Mandibuzz,Land,Teknite Ridge,00169 Teknite Ridge,Any,017 - Titania,,,,,,,N,N,N,Dark,Flying,,,0,Y
Skarmory,Land,Teknite Ridge,00169 Teknite Ridge,Any,017 - Titania,,,Metal Coat,,,,N,N,N,Steel,Flying,,Y,-,Y
Talonflame,Land,Teknite Ridge,00169 Teknite Ridge,Any,017 - Titania,,x,,,,,Y,N,Y,Fire,Flying,,,0,Y
Turtonator,Land,Teknite Ridge,00169 Teknite Ridge,Any,017 - Titania,,X,Charcoal,,,,N,N,N,Fire,Dragon,,Y,-,Y
Sandslash,Land,Teknite Ridge,00169 Teknite Ridge,Day,017 - Titania,,,Grip Claw,,,,N,N,N,Ground,,,,0,Y
Braviary,Land,Teknite Ridge,00169 Teknite Ridge,"Morning, Day",017 - Titania,,X,,,,,Y,N,Y,Normal,Flying,,,0,Y
Pidgeot,Land,Teknite Ridge,00169 Teknite Ridge,"Morning, Day",017 - Titania,,,,,,,N,N,N,Normal,Flying,,,0,Y
Minior,Land,Teknite Ridge,00169 Teknite Ridge,Night,017 - Titania,,X,Star Piece,,,Yes,Y,N,Y,Rock,Flying,,Y,-,Y
Carbink,Cave,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,"1F, 2F, 3F, 4F",,,,,Yes,N,N,N,Rock,Fairy,,Y,-,Y
Aggron,Cave,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,"1F, 2F, 3F, 4F, 3-4F",,Hard Stone,,,,N,N,N,Steel,Rock,,,0,Y
Aron,Cave,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,"1F, 2F, 3F, 4F, 3-4F",,,,,,N,N,N,Steel,Rock,Steel,Y,2,
Boldore,Cave,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,"1F, 2F, 3F, 4F, 3-4F",,Ever Stone,Hard Stone,,,N,N,N,Rock,,,,1,
Dugtrio,Cave,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,"1F, 2F, 3F, 4F, 3-4F",,Soft Sand,,,,N,N,N,Ground,,,,0,Y
Durant,Cave,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,"1F, 2F, 3F, 4F, 3-4F",,,,,,N,N,N,Bug,Steel,,Y,-,Y
Gigalith,Cave,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,"1F, 2F, 3F, 4F, 3-4F",,Ever Stone,Hard Stone,,,N,N,N,Rock,,,,0,Y
Heatmor,Cave,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,"1F, 2F, 3F, 4F, 3-4F",,,,,,N,N,N,Fire,,,Y,-,Y
Lairon,Cave,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,"1F, 2F, 3F, 4F, 3-4F",,Hard Stone,,,,N,N,N,Steel,Rock,,,1,
Sandslash,Cave,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,"1F, 2F, 3F, 4F, 3-4F",,Grip Claw,,,,N,N,N,Ground,,,,0,Y
Turtonator,Cave,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,"1F, 2F, 3F, 4F, 3-4F",,Charcoal,,,,N,N,N,Fire,Dragon,,Y,-,Y
Qwilfish,Good Rod,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,3-4F,,Poison Barb,,,,N,N,N,Water,Poison,,Y,-,Y
Remoraid,Good Rod,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,3-4F,,,,,,N,N,N,Water,,,Y,1,
Seaking,Good Rod,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,3-4F,,Mystic Water,,,,N,N,N,Water,,,,0,Y
Finneon,Old Rod,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,3-4F,,,,,,N,N,N,Water,,,Y,1,
Goldeen,Old Rod,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,3-4F,,Mystic Water,,,,N,N,N,Water,,,Y,1,
Octillery,Super Rod,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,3-4F,,,,,,N,N,N,Water,,,,0,Y
Qwilfish,Super Rod,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,3-4F,,Poison Barb,,,,N,N,N,Water,Poison,,Y,-,Y
Remoraid,Super Rod,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,3-4F,,,,,,N,N,N,Water,,,Y,1,
Finneon,Water,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,3-4F,,,,,,N,N,N,Water,,,Y,1,
Goldeen,Water,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,3-4F,,Mystic Water,,,,N,N,N,Water,,,Y,1,
Lumineon,Water,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,3-4F,,,,,,N,N,N,Water,,,,0,Y
Seaking,Water,Teknite Cave,00170 Teknite Cave,Any,017 - Titania,3-4F,,Mystic Water,,,,N,N,N,Water,,,,0,Y
Aggron,Cave,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,,,Hard Stone,,,,N,N,N,Steel,Rock,,,0,Y
Darmanitan,Cave,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,,,,,,,N,N,N,Fire,,Psychic,,0,Y
Dugtrio,Cave,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,,,Soft Sand,,,,N,N,N,Ground,,,,0,Y
Excadrill,Cave,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,,,,,,,N,N,N,Ground,Steel,,,0,Y
Hippowdon,Cave,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,,,,,,,N,N,N,Ground,,,,0,Y
Krookodile,Cave,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,,,Black glasses,,,,N,N,N,Ground,Dark,,,0,Y
Lairon,Cave,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,,,Hard Stone,,,,N,N,N,Steel,Rock,,,1,
Marowak,Cave,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,,,Thick Club,,,,N,N,N,Ground,,,,0,Y
Probopass,Cave,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,,O,Magnet,,,,N,N,N,Rock,Steel,,,0,Y
Sandslash,Cave,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,,,Grip Claw,,,,N,N,N,Ground,,,,0,Y
Skarmory,Cave,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,,,Metal Coat,,,,N,N,N,Steel,Flying,,Y,-,Y
Steelix,Cave,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,,O,Metal Coat,,,,N,N,N,Steel,Ground,,,0,Y
Magikarp,Event,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,"Long quest.
 1. Talk to Fisherman to right of door at Grand Hall
 2. Go to the North Peridot and fight the double battle
 3. Go to Obsidia Slums B1F and talk to the southern most trainer
 4. Something else?
 5. Go to Scrapyard Unique OT",x,,,,,Y,N,Y,Water,,Water Flying Water Dark,Y,1,
Nosepass,Rock Smash,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,,,Magnet,,,,N,N,N,Rock,,Rock Steel,Y,1,
Probopass,Rock Smash,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,,,Magnet,,,,N,N,N,Rock,Steel,,,0,Y
Shuckle,Rock Smash,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,,,Berry Juice,Berry Juice,Berry Juice,,N,N,N,Bug,Rock,,Y,-,Y
Torkoal,Rock Smash,1R253 Scrapyard,00171 1R253 Scrapyard,Any,017 - Titania,,,Charcoal,,,,N,N,N,Fire,,,Y,-,Y
Altaria,Headbutt,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,,,,,,N,N,N,Dragon,Flying,,,0,Y
Ferroseed,Headbutt,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,x,Sticky Barb,,,,Y,N,Y,Grass,Steel,,Y,1,
Ferrothorn,Headbutt,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,x,Sticky Barb,,,,Y,N,Y,Grass,Steel,,,0,Y
Musharna,Headbutt,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,o,,,,,Y,N,Y,Psychic,,,,0,Y
Ribombee,Headbutt,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,,Honey,,,,N,N,N,Bug,Fairy,,,0,Y
Altaria,Land,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,,,,,,N,N,N,Dragon,Flying,,,0,Y
Aromatisse,Land,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,o,,,,,N,Y,Y,Fairy,,,,0,Y
Audino,Land,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,,Oran Berry,Sitrus Berry,,,N,N,N,Normal,,Normal Fairy,Y,-,Y
Chansey,Land,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,o,Lucky Punch,,,,N,N,Y,Normal,,,,1,
Cinccino,Land,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,o,,,,,Y,N,Y,Normal,,,,0,Y
Druddigon,Land,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,,Dragon Fang,,,,N,N,N,Dragon,,,Y,-,Y
Escavalier,Land,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,o,,,,,N,N,N,Bug,Steel,,,0,Y
Florges,Land,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,x,,,,,Y,N,Y,Fairy,,,,0,Y
Illumise,Land,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,,Bright Powder,,,,N,N,N,Bug,,,Y,-,Y
Lilligant,Land,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,x,,,,,Y,N,Y,Grass,,,,0,Y
Rapidash,Land,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,,,,,,N,N,N,Fire,,,,0,Y
Volbeat,Land,Once Upon a Somewhere,00172 Once Upon a Somewhere,Any,017 - Titania,,,Bright Powder,,,,N,N,N,Bug,,,Y,-,Y
Altaria,Headbutt,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,,,,,N,N,N,Dragon,Flying,,,0,Y
Ferroseed,Headbutt,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,Sticky Barb,,,,N,N,N,Grass,Steel,,Y,1,
Ferrothorn,Headbutt,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,Sticky Barb,,,,N,N,N,Grass,Steel,,,0,Y
Musharna,Headbutt,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,,,,,N,N,N,Psychic,,,,0,Y
Ribombee,Headbutt,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,Honey,,,,N,N,N,Bug,Fairy,,,0,Y
Altaria,Land,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,,,,,N,N,N,Dragon,Flying,,,0,Y
Aromatisse,Land,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,,,,,N,N,N,Fairy,,,,0,Y
Audino,Land,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,Oran Berry,Sitrus Berry,,,N,N,N,Normal,,Normal Fairy,Y,-,Y
Chansey,Land,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,Lucky Punch,,,,N,N,N,Normal,,,,1,
Cinccino,Land,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,,,,,N,N,N,Normal,,,,0,Y
Druddigon,Land,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,Dragon Fang,,,,N,N,N,Dragon,,,Y,-,Y
Escavalier,Land,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,,,,,N,N,N,Bug,Steel,,,0,Y
Florges,Land,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,,,,,N,N,N,Fairy,,,,0,Y
Illumise,Land,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,Bright Powder,,,,N,N,N,Bug,,,Y,-,Y
Lilligant,Land,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,,,,,N,N,N,Grass,,,,0,Y
Rapidash,Land,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,,,,,N,N,N,Fire,,,,0,Y
Volbeat,Land,Once Upon a Waste of Time,00173 Once Upon a Waste of Time,Any,017 - Titania,,,Bright Powder,,,,N,N,N,Bug,,,Y,-,Y
Excadrill,Cave,Tanzan Depths,00058 Tanzan Depths,Any,018 - Hardy,,,,,,,N,N,N,Ground,Steel,,,0,Y
Hippowdon,Cave,Tanzan Depths,00058 Tanzan Depths,Any,018 - Hardy,,,,,,,N,N,N,Ground,,,,0,Y
Steelix,Cave,Tanzan Depths,00058 Tanzan Depths,Any,018 - Hardy,,,Metal Coat,,,,Y,N,Y,Steel,Ground,,,0,Y
Larvitar,Event,Tanzan Depths,00058 Tanzan Depths,Any,018 - Hardy,Requires you to collapse 3 caves from Tanzan Depths in the main segment,x,,,,,Y,N,Y,Rock,Ground,Rock Dark,Y,2,
Deino,Event,Subseven Sanctum,00065 Subseven Sanctum,Any,018 - Hardy,"Need Soul candle, Need 3 Dark Matter",x,,,,,Y,N,Y,Dark,Dragon,,Y,2,
Dratini,Super Rod,Ametrine Mountain,00073 Ametrine Mountain,Any,018 - Hardy,"B4F, Need Rock Climb",x,Dragon Scale,,,,Y,N,Y,Dragon,,Dragon Flying,Y,2,
Bagon,Event,Route 4,00078 Route 4,Any,018 - Hardy,"Long Quest. Need to show it Fly, Revive it, and follow it to the new route",x,,,,,Y,N,Y,Dragon,,Flying,,2,
Gastly,Event,Route 4,00078 Route 4,Any,018 - Hardy,Mechanic Shed,x,,,,,N,Y,Y,Ghost,Poison,,Y,2,
Torchic,Event,Calcenon City,00079 Calcenon City,Any,018 - Hardy,Go to Route 3 and find a trainer named Murmina. Go to Charlotte's secret room in Calcenon City. Give her the Belrose Picture. After Agate is back to normal.,x,,,,,N,Y,Y,Fire,,Fire Fighting,Y,2,
Scizor,Evolution,Obsidia Ward Renovated,00116 Obsidia Ward Renovated,Any,018 - Hardy,See Link Stone Entries - Dept 11F Metal Coat,,,,,,Y,N,Y,Bug,Steel,,,0,Y
Jangmo-o,Event,Teknite Ridge,00169 Teknite Ridge,Any,018 - Hardy,Rock Climb needed,x,,,,,Y,N,Y,Dragon,,Dragon Fighting,Y,2,
Larvesta,Event,Teknite Cave,00170 Teknite Cave,Any,018 - Hardy,Beryl Ward Entrance,x,,,,,N,Y,Y,Bug,Fire,,Y,1,
Aipom,Headbutt,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,,,,,,N,N,N,Normal,,,Y,1,
Altaria,Headbutt,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,,,,,,N,N,N,Dragon,Flying,,,0,Y
Ambipom,Headbutt,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,,,,,,N,N,N,Normal,,,,0,Y
Forretress,Headbutt,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,,,,,,N,N,N,Bug,Steel,,,0,Y
Pineco,Headbutt,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,,,,,,N,N,N,Bug,,Bug Steel,Y,1,
Swablu,Headbutt,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,,,,,,N,N,N,Normal,Flying,Dragon Flying Dragon Fairy,Y,1,
Scyther,Land,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,Need to melt snow into Mountainous terrain in areas that allow you to,x,,,,,Y,N,Y,Bug,Flying,Bug Steel,Y,1,
Snivy,Land,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,"Once you free Agate City, a hiker will show up near the circus entrance in one of the houses of Argate City. Talk to him and he'll move to Route 4. Bbattle him and give one of his Pokemon a belt (different betls yield different results). Talk to Hakamo-o nearby, feed him Pokesnax, and he'll create a rock climb path for you. Snivy line is catchable up there.",x,,,,,N,Y,Y,Grass,,,Y,2,
Serperior,Land,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,See Snivy Entry,x,,,,,Y,N,Y,Grass,,,,0,Y
Servine,Land,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,See Snivy Entry,x,,,,,Y,N,Y,Grass,,,,1,
Alolan Ninetales,Land,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,o,,,,Yes,Y,N,Y,Ice,Fairy,,,0,Y
Azumarill,Land,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,x,,,,Yes,Y,N,Y,Water,Fairy,,,0,Y
Beartic,Land,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,,,,,,N,N,N,Ice,,,,0,Y
Chansey,Land,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,,Lucky Punch,,,,N,N,N,Normal,,,,1,
Hypno,Land,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,,,,,,N,Y,Y,Psychic,,,,0,Y
Marill,Land,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,x,,,,Yes,Y,N,Y,Water,Fairy,,,1,
Shroomish,Land,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,o,Tiny Mushroom,Big Mushroom,,,N,Y,Y,Grass,,Grass Fighting,Y,1,
Bisharp,Land,Upper Route 4,00175 Upper Route 4,"Day, Night",018 - Hardy,,x,,,,,Y,N,Y,Dark,Steel,,,0,Y
Zangoose,Land,Upper Route 4,00175 Upper Route 4,Morning,018 - Hardy,,,Quick Claw,,,,N,N,N,Normal,,,Y,-,Y
Sawsbuck,Land,Upper Route 4,00175 Upper Route 4,"Morning, Day",018 - Hardy,Autumn or Winter Form - Only way to get these forms,x,,,,,Y,N,Y,Normal,Grass,,,0,Y
Whimsicott,Land,Upper Route 4,00175 Upper Route 4,"Morning, Day",018 - Hardy,,x,Absorb Bulb,,,,Y,N,Y,Grass,Fairy,,,0,Y
Wigglytuff,Land,Upper Route 4,00175 Upper Route 4,"Morning, Day",018 - Hardy,,o,Moon Stone,,,,Y,N,Y,Normal,Fairy,,,0,Y
Chimecho,Land,Upper Route 4,00175 Upper Route 4,Night,018 - Hardy,,,Cleanse Tag,,,,N,N,N,Psychic,,,,0,Y
Trevenant,Land,Upper Route 4,00175 Upper Route 4,Night,018 - Hardy,,x,,,,,Y,N,Y,Ghost,Grass,,,0,Y
Lumineon,Water,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,,,,,,N,N,N,Water,,,,0,Y
Seaking,Water,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,,Mystic Water,,,,N,N,N,Water,,,,0,Y
Wailmer,Water,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,,,,,,N,N,N,Water,,,Y,1,
Wishiwashi,Water,Upper Route 4,00175 Upper Route 4,Any,018 - Hardy,,,,,,,N,N,N,Water,,,Y,-,Y
Gorebyss,Dive,Agate City,00177 Agate City,Any,018 - Hardy,,x,Deep Sea Scale,,,,N,N,N,Water,,,,0,Y
Huntail,Dive,Agate City,00177 Agate City,Any,018 - Hardy,,x,Deep Sea Tooth,,,,N,N,N,Water,,,,0,Y
Kingdra,Dive,Agate City,00177 Agate City,Any,018 - Hardy,,o,Dragon Scale,,,,N,N,N,Water,Dragon,,,0,Y
Froakie,Event,Agate City,00177 Agate City,Any,018 - Hardy,"Bee Quest, >200 Pokemon owned",x,,,,,N,Y,Y,Water,,Water Dark,Y,2,
Poipole,Event,Agate City,00177 Agate City,Any,018 - Hardy,"Bee Quest, >700 owned Pokemon Unique OT",,,,,Yes,Y,N,Y,Poison,,,Y,-,Y
Oshawott,Event,Agate City,00177 Agate City,Any,018 - Hardy,"Join Team Aqua, Trade Organguru Unique OT",x,,,,,N,N,Y,Water,,,Y,2,
Litten,Event,Agate City,00177 Agate City,Any,018 - Hardy,Trade Basculin if part of Magma gang. Unique OT,o,,,,,N,N,Y,Fire,,Fire Dark,Y,2,
Basculin,Good Rod,Agate City,00177 Agate City,Any,018 - Hardy,,,Deep Sea Tooth,,,,N,N,N,Water,,,Y,-,Y
Lumineon,Good Rod,Agate City,00177 Agate City,Any,018 - Hardy,,,,,,,N,N,N,Water,,,,0,Y
Wishiwashi,Good Rod,Agate City,00177 Agate City,Any,018 - Hardy,,,,,,,N,N,N,Water,,,Y,-,Y
Chinchou,Land,Agate City,00177 Agate City,Any,018 - Hardy,Dive?,,Deep Sea Scale,,,,N,N,N,Water,Electric,,Y,1,
Clamperl,Land,Agate City,00177 Agate City,Any,018 - Hardy,Dive?,,Pearl,Big Pearl,,,N,N,N,Water,,,Y,1,
Corphish,Land,Agate City,00177 Agate City,Any,018 - Hardy,Dive?,,,,,,N,N,N,Water,,Water Dark,Y,1,
Crawdaunt,Land,Agate City,00177 Agate City,Any,018 - Hardy,Dive?,,,,,,N,N,N,Water,Dark,,,0,Y
